trip_id,trip_name,city,country,vibe,best_season,total_days,hotel_id,hotel_name,hotel_stars,hotel_room_type,hotel_price_per_night_aud,day_number,day_slot,activity_id,activity_name,activity_category,activity_address,activity_duration_hours,activity_price_aud,activity_rating,suitable_for,description
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,1,Morning,INT-AC-00198,Local Neighbourhood Walk,Culture,"45 Heritage Square, Altstadt, Zurich, Switzerland",3 hrs,25,4.4,Solo,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,1,Afternoon,INT-AC-00148,Sushi Making Workshop,Food,"32 Harbour Kitchen, Niederdorf, Zurich, Switzerland",4 hrs,110,4.9,Couple,"Hands-on session teaching rice preparation, fish selection, and rolling technique — finish by eating your creations with sake pairings."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,1,Evening,INT-AC-00248,Spa & Wellness Half Day,Relaxation,"166 Wellness Centre, Enge, Zurich, Switzerland",5 hrs,180,4.3,Couple,"Four hours of treatments including a traditional massage, thermal pools, and a skin ritual using locally sourced botanicals."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,2,Morning,INT-AC-00048,Ancient Temple Morning Walk,Culture,"160 Cultural Precinct, Altstadt, Zurich, Switzerland",2 hrs,50,4.9,Solo,"Early-morning visit to a UNESCO-listed temple complex at sunrise, experiencing rituals and peaceful courtyards before tourist crowds arrive."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,2,Afternoon,INT-AC-00298,Museum Skip-the-Line Tour,Culture,"17 Heritage Square, Niederdorf, Zurich, Switzerland",2 hrs,75,4.6,Couple,"Fast-track entry and an in-depth guided tour of the city's premier museum, covering highlights and hidden gems in under three hours."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,3,Morning,INT-AC-00223,Craft Beer & Brewery Tour,Food,"102 Street Food Alley, Niederdorf, Zurich, Switzerland",2 hrs,100,4.6,Solo,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,3,Afternoon,INT-AC-00348,Rock Climbing Zurich,Adventure,"192 Wharf, Altstadt, Zurich, Switzerland",6 hrs,60,5.0,Group,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,3,Evening,INT-AC-00073,Zurich Food Tour,Food,"158 Street Food Alley, Niederdorf, Zurich, Switzerland",3 hrs,60,4.2,Solo,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,4,Morning,INT-AC-00173,Coastal Cliff Walk,Adventure,"169 Adventure Hub, Enge, Zurich, Switzerland",5 hrs,65,4.4,Group,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,4,Afternoon,INT-AC-00098,Hot Air Balloon Ride,Adventure,"167 Wharf, Enge, Zurich, Switzerland",5 hrs,255,4.7,Couple,"Float over the city at dawn in a private basket, watching the landscape emerge in golden light with a champagne breakfast on landing."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,4,Evening,INT-AC-00323,Morning Yoga & Meditation,Relaxation,"12 Wellness Centre, Enge, Zurich, Switzerland",5 hrs,35,4.2,Couple,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,5,Morning,INT-AC-00123,Traditional Craft Workshop,Culture,"27 Cultural Precinct, Altstadt, Zurich, Switzerland",2 hrs,70,5.0,Couple,"A two-hour hands-on session learning a regional craft — ceramics, weaving, or bookbinding — guided by a master artisan."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,5,Afternoon,INT-AC-00123,Traditional Craft Workshop,Culture,"27 Cultural Precinct, Altstadt, Zurich, Switzerland",2 hrs,70,5.0,Couple,"A two-hour hands-on session learning a regional craft — ceramics, weaving, or bookbinding — guided by a master artisan."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,5,Evening,INT-AC-00223,Craft Beer & Brewery Tour,Food,"102 Street Food Alley, Niederdorf, Zurich, Switzerland",2 hrs,100,4.6,Solo,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,6,Morning,INT-AC-00148,Sushi Making Workshop,Food,"32 Harbour Kitchen, Niederdorf, Zurich, Switzerland",4 hrs,110,4.9,Couple,"Hands-on session teaching rice preparation, fish selection, and rolling technique — finish by eating your creations with sake pairings."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,6,Afternoon,INT-AC-00223,Craft Beer & Brewery Tour,Food,"102 Street Food Alley, Niederdorf, Zurich, Switzerland",2 hrs,100,4.6,Solo,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,6,Evening,INT-AC-00123,Traditional Craft Workshop,Culture,"27 Cultural Precinct, Altstadt, Zurich, Switzerland",2 hrs,70,5.0,Couple,"A two-hour hands-on session learning a regional craft — ceramics, weaving, or bookbinding — guided by a master artisan."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,7,Morning,INT-AC-00198,Local Neighbourhood Walk,Culture,"45 Heritage Square, Altstadt, Zurich, Switzerland",3 hrs,25,4.4,Solo,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,7,Afternoon,INT-AC-00148,Sushi Making Workshop,Food,"32 Harbour Kitchen, Niederdorf, Zurich, Switzerland",4 hrs,110,4.9,Couple,"Hands-on session teaching rice preparation, fish selection, and rolling technique — finish by eating your creations with sake pairings."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,7,Evening,INT-AC-00048,Ancient Temple Morning Walk,Culture,"160 Cultural Precinct, Altstadt, Zurich, Switzerland",2 hrs,50,4.9,Solo,"Early-morning visit to a UNESCO-listed temple complex at sunrise, experiencing rituals and peaceful courtyards before tourist crowds arrive."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,8,Morning,INT-AC-00298,Museum Skip-the-Line Tour,Culture,"17 Heritage Square, Niederdorf, Zurich, Switzerland",2 hrs,75,4.6,Couple,"Fast-track entry and an in-depth guided tour of the city's premier museum, covering highlights and hidden gems in under three hours."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,8,Afternoon,INT-AC-00198,Local Neighbourhood Walk,Culture,"45 Heritage Square, Altstadt, Zurich, Switzerland",3 hrs,25,4.4,Solo,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,9,Morning,INT-AC-00073,Zurich Food Tour,Food,"158 Street Food Alley, Niederdorf, Zurich, Switzerland",3 hrs,60,4.2,Solo,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00023,Discover Zurich: 9-Day Explorer Pack,Zurich,Switzerland,Clean; Alpine; Upscale,Summer; Autumn,9,INT-HT-00073,Four Seasons Zurich,5,Executive Suite,580,9,Afternoon,INT-AC-00198,Local Neighbourhood Walk,Culture,"45 Heritage Square, Altstadt, Zurich, Switzerland",3 hrs,25,4.4,Solo,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,1,Morning,INT-AC-00349,Scuba Diving Lesson,Adventure,"86 Adventure Hub, Santa Monica, Los Angeles, USA",5 hrs,125,4.9,Couple,"PADI-certified introductory dive in crystal-clear coastal waters, covering basic techniques in a confined pool before an open-water experience."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,1,Afternoon,INT-AC-00074,Los Angeles Cooking Class,Food,"54 Night Bazaar, Venice, Los Angeles, USA",3 hrs,150,4.3,Group,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,1,Evening,INT-AC-00299,Los Angeles Art Gallery Visit,Culture,"148 Cultural Precinct, Venice, Los Angeles, USA",3 hrs,45,4.4,Couple,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,2,Morning,INT-AC-00149,Wine & Cheese Tasting,Food,"80 Street Food Alley, Venice, Los Angeles, USA",4 hrs,65,5.0,Couple,"Curated tasting of local and imported wines paired with artisan cheeses, hosted in a cellar setting with a certified sommelier."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,2,Afternoon,INT-AC-00049,Old Town Architecture Tour,Culture,"34 Old Town, Santa Monica, Los Angeles, USA",2 hrs,75,5.0,Group,A 90-minute walking tour tracing the city's architectural evolution from medieval lanes to baroque facades and modernist interventions.
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,2,Evening,INT-AC-00249,Rooftop Bar Sunset Experience,Relaxation,"80 Spa Quarter, Hollywood, Los Angeles, USA",3 hrs,80,4.4,Group,"Reserved rooftop terrace access during golden hour, with a curated cocktail menu and 360-degree views over the city's skyline."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,3,Morning,INT-AC-00124,Photography City Tour,Culture,"113 Cultural Precinct, Santa Monica, Los Angeles, USA",3 hrs,105,4.0,Couple,"A guided photo walk through the city's most photogenic corners, with tips on composition, light, and storytelling from a professional photographer."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,3,Afternoon,INT-AC-00274,Jungle Trekking Adventure,Adventure,"162 Outdoor Centre, Santa Monica, Los Angeles, USA",6 hrs,105,4.5,Group,"Half-day guided trek through primary rainforest, spotting endemic wildlife and crossing rope bridges, concluding with a riverside picnic."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,3,Evening,INT-AC-00224,Farm-to-Table Dinner Experience,Food,"197 Street Food Alley, Venice, Los Angeles, USA",3 hrs,165,4.1,Couple,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,4,Morning,INT-AC-00174,Night Kayaking Tour,Adventure,"199 National Park Gate, Hollywood, Los Angeles, USA",6 hrs,125,4.3,Group,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,4,Afternoon,INT-AC-00199,Los Angeles Bike Tour,Adventure,"122 Adventure Hub, Santa Monica, Los Angeles, USA",3 hrs,55,4.1,Group,"Cycle the 22-mile Los Angeles River path and Venice Beach boardwalk, stopping at murals, food trucks, and local surf shops."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,5,Morning,INT-AC-00024,Rock Climbing Los Angeles,Adventure,"62 Adventure Hub, Hollywood, Los Angeles, USA",4 hrs,70,4.9,Group,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,5,Afternoon,INT-AC-00174,Night Kayaking Tour,Adventure,"199 National Park Gate, Hollywood, Los Angeles, USA",6 hrs,125,4.3,Group,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,5,Evening,INT-AC-00074,Los Angeles Cooking Class,Food,"54 Night Bazaar, Venice, Los Angeles, USA",3 hrs,150,4.3,Group,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,6,Morning,INT-AC-00024,Rock Climbing Los Angeles,Adventure,"62 Adventure Hub, Hollywood, Los Angeles, USA",4 hrs,70,4.9,Group,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,6,Afternoon,INT-AC-00099,Zip Line Forest Canopy,Adventure,"52 Wharf, Hollywood, Los Angeles, USA",3 hrs,75,4.8,Group,"Fly through the forest canopy on a multi-line zip circuit up to 200 m long, with safety briefing, harness fitting, and photos included."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,6,Evening,INT-AC-00324,Thermal Baths & Spa,Relaxation,"39 Sky Lounge, Hollywood, Los Angeles, USA",4 hrs,45,4.1,Couple,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,7,Morning,INT-AC-00274,Jungle Trekking Adventure,Adventure,"162 Outdoor Centre, Santa Monica, Los Angeles, USA",6 hrs,105,4.5,Group,"Half-day guided trek through primary rainforest, spotting endemic wildlife and crossing rope bridges, concluding with a riverside picnic."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,7,Afternoon,INT-AC-00099,Zip Line Forest Canopy,Adventure,"52 Wharf, Hollywood, Los Angeles, USA",3 hrs,75,4.8,Group,"Fly through the forest canopy on a multi-line zip circuit up to 200 m long, with safety briefing, harness fitting, and photos included."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,8,Morning,INT-AC-00199,Los Angeles Bike Tour,Adventure,"122 Adventure Hub, Santa Monica, Los Angeles, USA",3 hrs,55,4.1,Group,"Cycle the 22-mile Los Angeles River path and Venice Beach boardwalk, stopping at murals, food trucks, and local surf shops."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,8,Afternoon,INT-AC-00024,Rock Climbing Los Angeles,Adventure,"62 Adventure Hub, Hollywood, Los Angeles, USA",4 hrs,70,4.9,Group,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,8,Evening,INT-AC-00049,Old Town Architecture Tour,Culture,"34 Old Town, Santa Monica, Los Angeles, USA",2 hrs,75,5.0,Group,A 90-minute walking tour tracing the city's architectural evolution from medieval lanes to baroque facades and modernist interventions.
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,9,Morning,INT-AC-00049,Old Town Architecture Tour,Culture,"34 Old Town, Santa Monica, Los Angeles, USA",2 hrs,75,5.0,Group,A 90-minute walking tour tracing the city's architectural evolution from medieval lanes to baroque facades and modernist interventions.
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,9,Afternoon,INT-AC-00174,Night Kayaking Tour,Adventure,"199 National Park Gate, Hollywood, Los Angeles, USA",6 hrs,125,4.3,Group,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,9,Evening,INT-AC-00124,Photography City Tour,Culture,"113 Cultural Precinct, Santa Monica, Los Angeles, USA",3 hrs,105,4.0,Couple,"A guided photo walk through the city's most photogenic corners, with tips on composition, light, and storytelling from a professional photographer."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,10,Morning,INT-AC-00099,Zip Line Forest Canopy,Adventure,"52 Wharf, Hollywood, Los Angeles, USA",3 hrs,75,4.8,Group,"Fly through the forest canopy on a multi-line zip circuit up to 200 m long, with safety briefing, harness fitting, and photos included."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,10,Afternoon,INT-AC-00174,Night Kayaking Tour,Adventure,"199 National Park Gate, Hollywood, Los Angeles, USA",6 hrs,125,4.3,Group,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00024,Los Angeles on a Budget: 10 Days,Los Angeles,USA,Sunny; Creative; Beach,Spring; Summer; Autumn,10,INT-HT-00024,Motel 6 Los Angeles,2,Economy,70,10,Evening,INT-AC-00074,Los Angeles Cooking Class,Food,"54 Night Bazaar, Venice, Los Angeles, USA",3 hrs,150,4.3,Group,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00025,Cultural Immersion: 14 Days in Toronto,Toronto,Canada,Multicultural; Friendly; Urban,Summer; Autumn,14,INT-HT-00025,Four Seasons Toronto,5,Executive Suite,610,1,Morning,INT-AC-00125,Street Art & Graffiti Tour,Culture,"30 Cultural Precinct, CN Tower, Toronto, Canada",3 hrs,55,4.2,Group,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00025,Cultural Immersion: 14 Days in Toronto,Toronto,Canada,Multicultural; Friendly; Urban,Summer; Autumn,14,INT-HT-00025,Four Seasons Toronto,5,Executive Suite,610,1,Afternoon,INT-AC-00075,Street Food Night Walk Toronto,Food,"114 Harbour Kitchen, Distillery District, Toronto, Canada",3 hrs,60,4.8,Solo,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00025,Cultural Immersion: 14 Days in Toronto,Toronto,Canada,Multicultural; Friendly; Urban,Summer; Autumn,14,INT-HT-00025,Four Seasons Toronto,5,Executive Suite,610,1,Evening,INT-AC-00225,Toronto History Walking Tour,Culture,"2 Heritage Square, Distillery District, Toronto, Canada",3 hrs,45,4.8,Group,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00025,Cultural Immersion: 14 Days in Toronto,Toronto,Canada,Multicultural; Friendly; Urban,Summer; Autumn,14,INT-HT-00025,Four Seasons Toronto,5,Executive Suite,610,2,Morning,INT-AC-00100,Stand-Up Paddleboard Tour,Adventure,"172 Outdoor Centre, Kensington, Toronto, Canada",4 hrs,45,4.6,Solo,"Guided SUP tour along calm coastal or river waterways, exploring hidden coves and sea caves only accessible from the water."
INT-TP-00025,Cultural Immersion: 14 Days in Toronto,Toronto,Canada,Multicultural; Friendly; Urban,Summer; Autumn,14,INT-HT-00025,Four Seasons Toronto,5,Executive Suite,610,2,Afternoon,INT-AC-00150,Local Market Food Experience,Food,"30 Street Food Alley, Distillery District, Toronto, Canada",2 hrs,65,4.0,Group,"Navigate a vibrant local produce market with a chef guide, sampling seasonal specialities and learning the stories behind each ingredient."
INT-TP-00025,Cultural Immersion: 14 Days in Toronto,Toronto,Canada,Multicultural; Friendly; Urban,Summer; Autumn,14,INT-HT-00025,Four Seasons Toronto,5,Executive Suite,610,2,Evening,INT-AC-00050,Cultural Dance Show,Culture,"41 Old Town, CN Tower, Toronto, Canada",3 hrs,100,4.9,Couple,"An evening performance showcasing traditional folk dances, live music, and costume, followed by a meet-the-artists session backstage."
INT-TP-00025,Cultural Immersion: 14 Days in Toronto,Toronto,Canada,Multicultural; Friendly; Urban,Summer; Autumn,14,INT-HT-00025,Four Seasons Toronto,5,Executive Suite,610,3,Morning,INT-AC-00025,Scuba Diving Lesson,Adventure,"195 Adventure Hub, Kensington, Toronto, Canada",6 hrs,160,4.9,Couple,"PADI-certified introductory dive in crystal-clear coastal waters, covering basic techniques in a confined pool before an open-water experience."
INT-TP-00025,Cultural Immersion: 14 Days in Toronto,Toronto,Canada,Multicultural; Friendly; Urban,Summer; Autumn,14,INT-HT-00025,Four Seasons Toronto,5,Executive Suite,610,3,Afternoon,INT-AC-00350,Hot Air Balloon Ride,Adventure,"70 Outdoor Centre, CN Tower, Toronto, Canada",4 hrs,320,4.5,Group,"Float over the city at dawn in a private basket, watching the landscape emerge in golden light with a champagne breakfast on landing."
INT-TP-00025,Cultural Immersion: 14 Days in Toronto,Toronto,Canada,Multicultural; Friendly; Urban,Summer; Autumn,14,INT-HT-00025,Four Seasons Toronto,5,Executive Suite,610,3,Evening,INT-AC-00250,City Panorama Cable Car,Relaxation,"58 Rooftop Terrace, Kensington, Toronto, Canada",4 hrs,40,5.0,Couple,"Ride historic gondolas to the city's highest viewpoint, with optional guided commentary and a café terrace at the summit."
INT-TP-00025,Cultural Immersion: 14 Days in Toronto,Toronto,Canada,Multicultural; Friendly; Urban,Summer; Autumn,14,INT-HT-00025,Four Seasons Toronto,5,Executive Suite,610,4,Morning,INT-AC-00275,Desert Safari Experience,Adventure,"76 Adventure Hub, CN Tower, Toronto, Canada",6 hrs,225,4.8,Group,"Dune-bashing by 4WD followed by a Bedouin-style camp dinner under the stars, with camel rides, henna, and live music included."
INT-TP-00025,Cultural Immersion: 14 Days in Toronto,Toronto,Canada,Multicultural; Friendly; Urban,Summer; Autumn,14,INT-HT-00025,Four Seasons Toronto,5,Executive Suite,610,4,Afternoon,INT-AC-00325,Toronto Food Tour,Food,"101 Street Food Alley, Kensington, Toronto, Canada",3 hrs,110,4.1,Solo,"A highly rated local experience offering an authentic taste of the destination's culture, cuisine, and character."
INT-TP-00025,Cultural Immersion: 14 Days in Toronto,Toronto,Canada,Multicultural; Friendly; Urban,Summer; Autumn,14,INT-HT-00025,Four Seasons Toronto,5,Executive Suite,610,4,Evening,INT-AC-00175,Harbour Sunset Cruise,Relaxation,"159 Rooftop Terrace, Kensington, Toronto, Canada",3 hrs,85,4.6,Group,"A scenic evening cruise around the harbour with cocktails, local cheese, and a live acoustic duo as the city lights come on."
INT-TP-00025,Cultural Immersion: 14 Days in Toronto,Toronto,Canada,Multicultural; Friendly; Urban,Summer; Autumn,14,INT-HT-00025,Four Seasons Toronto,5,Executive Suite,610,5,Morning,INT-AC-00300,Ancient Temple Morning Walk,Culture,"120 Cultural Precinct, Distillery District, Toronto, Canada",2 hrs,35,4.1,Group,"Early-morning visit to a UNESCO-listed temple complex at sunrise, experiencing rituals and peaceful courtyards before tourist crowds arrive."
